@relation acc_3_0.8_model_11_UpFall_44F

@attribute ARA numeric
@attribute MeanX numeric
@attribute MeanY numeric
@attribute MeanZ numeric
@attribute MeanXYZ numeric
@attribute VarX numeric
@attribute VarY numeric
@attribute VarZ numeric
@attribute DiffX numeric
@attribute DiffY numeric
@attribute DiffZ numeric
@attribute sdX numeric
@attribute sdY numeric
@attribute sdZ numeric
@attribute CovarianceXY numeric
@attribute CovarianceYZ numeric
@attribute CovarianceZX numeric
@attribute ZeroCrossingX numeric
@attribute ZeroCrossingY numeric
@attribute ZeroCrossingZ numeric
@attribute xPAR numeric
@attribute yPAR numeric
@attribute zPAR numeric
@attribute xSMA numeric
@attribute ySMA numeric
@attribute zSMA numeric
@attribute SMA numeric
@attribute SMVD numeric
@attribute meanPhi numeric
@attribute meanTheta numeric
@attribute varPhi numeric
@attribute varTheta numeric
@attribute igPhi numeric
@attribute igTheta numeric
@attribute Energy numeric
@attribute XFFTEnergy numeric
@attribute yFFTEnergy numeric
@attribute zFFTEnergy numeric
@attribute xFFTEntropy numeric
@attribute yFFTEntropy numeric
@attribute zFFTEntropy numeric
@attribute Activity numeric
@attribute Complexity numeric
@attribute Mobility numeric
@attribute Status {A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11}

@data
43.83321,-27.612609,-16.906447,-24.933432,-69.452488,132.692457,29.247358,229.447674,40.307193,34.697789,46.281782,11.519221,5.408083,15.14753,11.192543,-32.811956,132.783127,0.5,0,0.5,-0.164325,0.054121,-0.460581,-1017879.605115,-494399.72468,-1033856.57556,-2546135.912503,1.393832,-2.565235,-1.25638,27.057487,8.280914,-15.211782,-34.184112,0.401951,260.969894,45.703659,277.396374,3.735112,-0.520146,3.160779,0.252675,1.008064,1.008,A04
44.64056,-29.260653,-14.381874,-30.39844,-74.040967,64.454534,12.82297,47.044055,33.246043,15.946893,33.331952,8.028358,3.580918,6.858867,28.636976,24.069736,52.986457,0.5,0,0.5,-0.007279,0.008274,-0.00727,-1017427.35331,-492890.226732,-1034320.359479,-2544637.943559,0.650356,-3.06961,-1.366258,37.909405,7.613841,-10.240162,-23.446754,0.407527,270.770297,47.442325,267.403616,4.469808,-0.506675,4.600641,0.256934,1.008064,1.008,A04
44.26448,-29.495679,-14.308435,-29.727783,-73.531898,56.959024,13.232655,61.687965,32.792984,15.520878,33.414292,7.54712,3.637672,7.854169,27.443239,28.528299,59.194724,0.5,0,0.5,-0.007221,0.022965,-0.007434,-1081275.944906,-525232.556689,-1106066.61964,-2712575.126416,0.673484,-3.008247,-1.264242,36.320749,6.448778,-9.776679,-23.148177,0.42567,299.983872,73.86568,314.911593,2.148384,-0.230023,2.068434,0.265994,1.008621,1.008547,A04
44.794288,-33.613356,-18.956761,-21.354635,-73.924752,100.254009,23.03793,90.120118,38.991307,27.75256,31.909274,10.012692,4.799784,9.493162,40.556112,22.062626,77.797196,0.5,0,0.5,-0.004403,0.019217,-0.244408,-1159272.11312,-633281.449655,-809554.633841,-2602108.202762,0.962544,-2.203203,-0.585963,19.697174,3.989286,-15.700354,23.029213,0.389321,324.611048,78.295872,154.019903,6.835365,-0.719816,303.369638,0.21239,1.008064,1.007999,A04
44.972307,-33.472452,-18.238797,-23.840942,-75.552191,74.997387,21.444902,33.169868,37.38769,20.092383,26.499258,8.660103,4.630864,5.759329,40.090994,26.519788,49.613285,0.5,0,0.5,-0.004422,0.018642,-0.000084,-1162686.00469,-638441.997428,-801559.161323,-2602687.167944,0.667491,-2.380481,-1.052956,22.74284,4.459389,-13.184621,-29.769735,0.390181,347.339582,85.828571,158.646355,7.430367,-0.733273,392.554052,0.213237,1.008063,1.007999,A04
44.341695,-33.149685,-18.051016,-23.256542,-74.457243,81.06464,23.794173,38.416774,37.387595,20.028849,25.9661,9.00359,4.877927,6.198127,43.902047,30.172543,55.745892,0.5,0,0.5,-0.004465,0.022353,-0.000086,-1333128.854634,-732755.639157,-931863.193325,-2997747.692596,0.753659,-2.366538,-1.034877,22.4886,4.309376,-11.46588,-26.150999,0.438644,424.983606,131.694719,207.761675,2.559062,-0.244169,135.524535,0.239602,1.009346,1.009259,A04
42.18581,0.366041,7.147289,-39.347774,-31.834443,66.870751,46.294853,190.778457,28.886052,28.022991,46.59813,8.177454,6.804032,13.812257,-38.514112,11.93084,-79.727355,0.5,0,0.5,12.1247,3.921625,-0.001677,-138540.321361,-162179.085785,-1454132.314321,-1754851.721554,1.273384,9.078751,7.94179,543.714057,351.493759,5.516242,-15.175089,1.233838,10.37336,10.584956,551.376295,0.032573,-21.088451,18.315019,0.724331,1.008063,1.007997,A04
42.672176,3.958653,3.938013,-42.248883,-34.352217,1.048865,5.255778,114.272923,5.300134,8.101012,46.598064,1.024141,2.292548,10.689851,1.903507,-20.234444,-10.892184,0.5,1,0.5,1.121122,1.353372,-0.001562,-136261.371737,-165980.052494,-1453228.412216,-1755469.836526,0.484483,10.437688,10.66534,8001.498967,457.247524,2.33455,2.947257,1.24763,8.896491,7.950218,533.795601,0.171151,-16.703403,21.026641,0.730402,1.008062,1.007997,A04
42.590502,3.956788,4.800559,-42.125304,-33.367957,1.082029,1.378873,114.956223,5.2998,5.315524,46.605156,1.040206,1.174254,10.721764,1.214976,-12.568456,-11.119238,0.5,0,0.5,1.121566,1.108522,-0.001567,-141779.159255,-167802.855472,-1500927.195912,-1810509.211169,0.450426,8.708656,10.538338,491.762832,445.337497,3.453455,2.893902,1.258816,7.439512,9.455572,748.447355,0.113687,-15.998325,12.633542,0.735424,1.008333,1.008263,A04
42.243083,-6.405478,29.061944,-27.501922,-4.845456,37.116694,101.025993,128.74762,25.123586,39.118785,35.806773,6.092347,10.051169,11.346701,24.340002,-99.681663,-45.133614,1,0,1,-0.059487,1.347494,-0.031866,-141372.419579,-1000989.882923,-1091521.1539,-2233883.456731,1.332718,3.686615,27.866114,162.327451,133193.580427,22.523553,533.571178,0.094203,1.808129,251.233823,305.609565,-0.145575,-20.564273,-19.464284,0.040742,1.008064,1.008,A04
43.389367,-3.893586,29.788742,-31.213341,-5.318185,2.794873,58.642653,54.097315,7.970788,35.035409,35.070941,1.671787,7.657849,7.355088,-10.224526,-53.835846,10.464449,1,0,0,-0.533008,1.177539,0.001378,-135985.652874,-995421.212782,-1097211.673072,-2228618.540866,0.724844,1.342256,-6.724545,11.944969,239.809586,23.361226,-3.355906,0.094558,1.899597,247.645064,291.841305,-0.078997,-23.052478,-24.572825,0.041102,1.008064,1.008,A04
43.19519,-3.825147,29.621667,-31.140392,-5.343872,1.822789,49.535717,71.176432,4.557853,32.451375,35.133779,1.350107,7.038162,8.436613,-7.895637,-57.621727,10.568519,0,0,0,0.028234,1.096946,0.001381,-138415.251226,-1009402.083304,-1115965.54328,-2263782.88104,0.575162,1.297415,-9.130831,11.513827,352.596182,23.637299,-3.763228,0.095706,7.741303,227.178782,279.933143,-0.063845,-16.896586,-17.194919,0.041398,1.008197,1.00813,A04
43.078916,-13.729015,28.575303,-25.932717,-11.086428,40.222255,133.246131,133.698309,30.270741,38.846034,35.344937,6.342102,11.543229,11.562799,18.751912,-121.995603,-31.644414,0,0.5,1,0.072314,1.302555,-0.064633,-402642.951429,-981614.854162,-1051901.735925,-2436159.542589,1.310473,-13.786102,-2.436311,29418.553921,25.767669,21.004043,42.708308,0.090988,28.017192,252.066625,273.994682,-0.370049,5.829111,-5.981191,0.025255,1.008065,1.007999,A04
43.8181,-10.714756,29.987531,-29.85843,-10.585656,20.653842,49.454617,50.226768,16.347975,34.298891,33.591833,4.54465,7.032398,7.087085,-26.188709,-46.977824,28.464964,1,0.5,0,-0.317926,1.13927,0.004354,-401863.431241,-983865.104746,-1050475.190018,-2436203.728133,0.703999,1.326365,1.939297,7.34282,2083.617664,23.426388,-9.589841,0.091252,28.790798,250.41411,272.437475,-0.288052,7.246388,-7.762914,0.025538,1.008063,1.007999,A04
43.476773,-11.715185,29.078057,-30.100259,-12.737388,8.208947,49.446829,60.994205,12.704393,32.354062,33.591022,2.865126,7.031844,7.809879,-20.059872,-54.320862,22.317113,0,0.5,0,0.022424,1.10802,0.004319,-404285.989139,-989435.770263,-1045324.74484,-2439046.507571,0.622392,1.344732,-2.656053,7.530325,28.314795,23.006522,-11.843004,0.091602,28.873934,245.67095,267.545642,-0.375487,7.110522,-7.64271,0.025902,1.008064,1.007999,A04
45.410944,41.674585,3.031007,13.203586,57.909178,143.987889,95.500563,43.352987,51.719925,38.920414,21.130198,11.999495,9.772439,6.584299,81.336422,28.641615,47.775794,0,0.5,0,1.257959,5.275317,1.607684,-1458397.171857,-187854.474666,-544981.748826,-2191233.400723,1.438289,5.285383,-0.78174,129.095044,2.46578,-0.266969,-40.309463,0.240641,534.630581,24.01927,74.38317,-1.9041,0.099112,-3.977327,0.136051,1.008064,1.007997,A04
45.302208,42.048853,6.033104,14.717093,62.799051,131.284059,2.681747,50.457868,47.488893,9.253844,23.72324,11.457926,1.637604,7.10337,14.935774,3.872138,60.790321,1,1.5,2,1.110971,1.419807,1.432169,-1443138.316506,-193084.796869,-591746.159496,-2227969.278993,0.785167,6.863404,-0.684869,205.56427,2.066538,-8.826949,-1194.151772,0.242918,502.671439,14.291788,87.248189,-1.885126,0.279179,-4.443591,0.138275,1.008061,1.007982,A04
45.182695,41.556567,5.559677,16.749472,63.865716,126.094323,1.915522,15.401168,45.992342,6.896158,19.260978,11.229173,1.384024,3.924432,15.22956,5.369997,41.702711,0,0.5,0,1.123705,1.11664,1.155737,-1602987.128024,-215874.792103,-672766.789766,-2491628.713431,0.648674,7.939478,-0.844975,252.758879,2.878394,3.592411,-33.240516,0.26626,623.728241,12.666339,110.271159,-0.746124,0.127308,-2.412154,0.150013,1.009009,1.008929,A04
45.758101,-33.284339,-22.938187,1.574218,-54.648308,524.333702,38.489816,44.468327,65.597023,36.257772,33.46065,22.898334,6.204016,6.668458,-6.115646,13.539558,-11.3736,0.5,0,1,-0.585021,0.029558,4.874381,-1415347.400078,-745942.581089,-23935.801658,-2185225.788145,1.803146,-1.905916,0.220693,14.86396,0.703857,-18.338929,70.859465,0.210703,571.091034,122.507436,3.942269,1.348282,-1.051135,-0.0568,0.025765,1.008064,1.008,A04
46.440522,-41.391383,-19.931363,4.120885,-57.20186,119.161579,49.99223,12.988649,45.844135,24.373666,13.112714,10.916116,7.070518,3.603977,71.303474,9.851069,1.488765,0.5,1.5,0.5,-0,-0.021126,3.182014,-1426964.213317,-754174.542875,-62331.775639,-2243470.532244,0.78743,-2.713284,0.729894,50.148361,2.220324,-13.070489,44.771189,0.213658,864.311802,230.612124,1.539559,25784039542942.465,61007872658165.7,32426216539092.94,0.027576,1.00813,1.008064,A04
44.256552,41.037597,7.972937,10.320778,59.331313,136.84104,85.863291,17.749969,46.52508,43.585146,16.574524,11.697908,9.266245,4.213071,79.824157,9.171977,32.673698,0,0.5,0,1.152874,2.981594,1.626672,-1463327.925387,-318373.402147,-415900.171264,-2197601.503644,1.504945,3.406578,-0.753477,54.826869,2.290528,3.051712,-41.603634,0.27592,491.980246,37.847279,39.82643,-1.671652,0.294723,-1.503788,0.130074,1.008063,1.008,A04
45.208246,42.593711,9.541851,11.24208,63.377643,100.543214,2.882374,19.801978,47.274187,10.940734,16.730875,10.027124,1.697756,4.449941,12.934921,3.749182,36.833619,0.5,0.5,0.5,1.109887,1.146605,1.488237,-1463733.082343,-315046.127321,-415195.005923,-2193974.21696,0.706563,4.628412,-0.751613,86.478885,2.265638,7.171017,-42.077858,0.277216,509.682917,22.072399,42.650752,-107108366695229.56,68362460838434.055,-28298113921999.35,0.13142,1.008064,1.008,A04
41.975274,-22.631857,-2.503832,-28.516755,-53.652444,70.139734,76.317522,408.366215,39.446762,37.490136,51.649922,8.374947,8.73599,20.208073,-29.975895,-123.251609,14.698269,0,0.5,0.5,0.014449,-3.58345,-0.300095,-671960.414114,-9164.934315,-1346575.681809,-2027701.03749,1.543796,147.550813,-1.274076,110133.368068,7.928963,-5.281426,15.661845,0.704852,120.513182,2.848619,483.945646,-1.895171,-0.01341,3.635499,0.476023,1.008064,1.008,A04
43.810399,-20.671474,1.354818,-38.26905,-57.585706,18.455639,6.972247,113.385046,24.194766,11.16768,43.35048,4.296003,2.640501,10.648241,1.593877,17.264157,39.028664,0,0.5,0.5,0.015819,7.557234,-0.005958,-674317.679741,-7905.741647,-1346193.55172,-2028416.978526,0.712112,184.578464,-1.965415,154385.339171,15.564383,2.124501,-11.325302,0.716911,98.347009,0.92957,459.248318,-2.112168,0.065231,5.465851,0.483001,1.008065,1.008,A04
43.665254,-19.585737,0.211139,-39.015546,-58.390144,24.105962,0.022501,98.544017,21.432141,1.417502,43.457364,4.909782,0.150002,9.926934,-0.380938,-0.810061,48.691001,0,0.5,0.5,0.016696,2.313652,-0.005844,-670842.367469,-15393.373859,-1371942.931819,-2058178.67695,0.526288,230.753322,-2.128032,224564.444286,18.124524,0.178073,-14.824999,0.727847,104.515822,0.676355,415.558556,-1.420714,0.040516,4.073213,0.489181,1.008197,1.00813,A04
43.304439,-33.116135,2.983101,-13.771237,-43.904271,151.509933,255.571193,298.21576,48.20369,58.77432,49.864946,12.308937,15.986594,17.268925,-135.867896,-189.591468,103.768207,0,0.5,0.5,0.008999,7.747933,-1.358407,-1209831.257505,-325944.019991,-886984.91824,-2422760.202915,2.102528,2.192092,-0.369241,61.831758,1.423768,-1.806749,19.91459,0.296989,389.047748,41.868128,212.591664,-3.224907,0.066792,1.71007,0.150374,1.008065,1.008,A04
43.73645,-34.559164,11.253555,-21.868769,-45.174378,84.369059,20.559117,136.885121,40.417037,26.185178,40.230328,9.185263,4.534216,11.699792,-8.150506,10.406566,93.461188,0,0.5,0.5,0.008623,2.245173,-0.41061,-1214119.320938,-321897.469368,-883037.14942,-2419053.944165,1.179674,4.17735,-0.803023,72.145333,2.964115,8.83085,28.387119,0.30123,328.919486,31.109707,216.472469,-3.830571,0.340864,2.03293,0.154198,1.008065,1.008,A04
44.41344,-34.863749,9.095153,-25.812492,-51.581088,94.145249,7.175468,36.473347,39.625084,11.353697,28.690939,9.702847,2.678706,6.039317,-25.792403,-14.836539,54.209011,0,0.5,0.5,0.008548,1.147281,-0.010925,-1251217.323451,-334825.481037,-914247.149966,-2500289.958943,0.694973,4.912592,-1.093098,96.976478,4.793574,6.295221,-30.875688,0.309877,510.88221,37.205468,278.385519,-2.28147,0.209658,1.830362,0.158127,1.008333,1.008264,A04
43.660874,-36.715903,10.965441,8.941793,-16.80867,206.841558,273.469857,20.993059,45.918192,60.706889,23.36897,14.381987,16.536924,4.581818,-186.730605,-2.50705,-12.088532,0,0.5,1,0.007681,2.696269,2.250205,-1442398.485455,-612047.320404,-337898.523637,-2392344.336798,1.855952,1.144001,0.728605,44.676766,2.30579,3.571547,179.997145,0.133346,519.54568,121.512053,25.269487,-4.112991,0.322807,-0.921936,0.02453,1.008064,1.008,A04
46.010184,-40.508917,18.814837,7.915959,-13.778121,150.149284,18.217503,20.566932,45.903055,30.286969,14.863375,12.253542,4.268197,4.535078,-17.012088,9.075305,-34.414516,0,0.5,2,0.006961,1.560097,1.372183,-1442359.189693,-613222.903542,-337821.708509,-2393403.809837,1.025833,2.350946,0.545499,22.428726,1.443448,16.46161,-195.323706,0.135271,495.183035,103.6748,28.094973,-4.63133,0.674415,-0.856566,0.026819,1.008064,1.007999,A04
46.448779,-41.793726,17.673922,9.872012,-14.247792,112.714443,21.406503,6.310032,45.879672,20.579788,10.866862,10.616706,4.626716,2.511978,-49.109965,11.579316,-26.571097,0,0.5,0,0.006747,1.111569,1.112728,-1486792.747894,-633421.910758,-354208.370265,-2474423.033929,0.611235,2.567353,0.739168,26.406519,2.217001,11.923675,40.851697,0.143317,738.358376,133.463062,41.209024,-2.947985,0.383518,-0.714083,0.031807,1.008333,1.008264,A04
42.098732,13.694503,-24.183161,-24.187007,-34.675665,89.222434,134.691063,314.348779,39.389534,38.706557,47.425748,9.445763,11.605648,17.729884,42.621471,130.262713,120.320221,0,0.5,0.5,2.947572,-0.074219,-0.436123,-322752.3188,-884429.260699,-1150065.99494,-2357247.575551,1.605312,-0.72797,2.664141,589.739774,32.927953,-17.974141,-16.500987,0.3014,20.995482,201.702769,352.942067,-0.325034,4.473531,5.797888,0.169386,1.008064,1.008,A04
43.217345,7.967512,-26.344591,-32.970404,-51.347483,21.834264,35.629841,84.200199,17.433358,28.854526,36.999199,4.672715,5.969074,9.176067,-15.284853,51.804012,-33.49676,1,0.5,0.5,1.305173,-0.005504,-0.00364,-323254.356758,-887875.61613,-1147250.956059,-2358380.931282,0.744215,-1.484187,5.083083,9.06799,935.131713,-21.184264,7.243879,0.302493,16.732519,192.327546,336.64853,-0.211208,6.013661,8.831889,0.170325,1.008064,1.007999,A04
43.057501,9.379511,-25.588782,-33.323939,-49.533209,5.549623,42.698472,71.590126,10.225332,28.577975,36.971682,2.355764,6.534407,8.461095,-15.378566,55.270728,-19.915166,0,0.5,0.5,1.110488,-0.005667,-0.003601,-341463.130217,-930682.529358,-1203304.395356,-2475450.057848,0.613615,-1.557744,3.621359,9.939146,52.528742,-18.845101,8.309999,0.311754,27.772615,215.999391,360.534639,-0.148663,3.069342,4.81855,0.173643,1.008475,1.008403,A04
42.660406,9.321324,-28.149353,-24.227883,-43.055912,118.188293,163.046579,202.478124,41.404611,37.659261,37.165737,10.871444,12.768969,14.229481,65.494568,148.369148,124.153902,0,0.5,0.5,4.553174,-0.043444,-0.146901,-128882.246152,-1075533.080475,-1037785.584543,-2242200.911796,1.424795,0.588344,6.127825,256.664907,165.259938,-21.014113,-14.33251,0.23198,7.340832,319.158598,292.984295,-0.162556,10.447191,5.108564,0.083006,1.008064,1.008,A04
43.562999,2.597742,-30.83196,-30.421543,-58.65576,9.913338,60.711818,65.074608,12.667231,34.543328,33.739157,3.148545,7.791779,8.066883,-17.375448,61.85418,-16.791534,1,0.5,0.5,1.614489,-0.00253,-0.004503,-130989.728942,-1073996.098157,-1039378.431224,-2244364.261905,0.695958,-1.246146,3.769789,7.381468,1998.774642,-24.986187,0.992588,0.231741,1.379513,289.201588,282.377023,-0.035268,13.112788,7.136874,0.082787,1.008065,1.008,A04
43.618738,3.791012,-31.112563,-30.32186,-57.643412,0.846099,61.313129,57.271771,4.155873,34.583295,33.578879,0.919836,7.83027,7.567811,-7.164721,59.203263,-6.922917,0,0.5,0.5,1.11368,-0.002507,-0.004518,-130435.800975,-1078114.889261,-1035975.088634,-2244525.782163,0.559686,-1.248504,8.012066,7.395579,257.232922,-24.786034,3.927401,0.230989,1.030297,289.370406,269.659487,-0.095892,13.181052,7.283106,0.082142,1.008065,1.008,A04
42.403486,8.459869,-24.425279,-25.929691,-41.895101,144.596206,130.474173,306.313891,39.335518,37.335072,42.997178,12.024816,11.422529,17.501825,71.087108,139.67409,178.944781,1,0.5,0.5,4.36902,-0.045507,-0.179792,-79426.561785,-896781.965278,-1192715.941739,-2168924.468829,1.512369,4.275636,14.093596,2024.110876,2877.540251,-18.147223,115.234256,0.3562,4.65589,203.591837,364.803582,-0.142723,223.450222,6.289651,0.234716,1.008064,1.008,A04
43.569728,1.143892,-26.426441,-34.415297,-59.697847,8.680178,39.167235,88.510377,12.712386,28.91405,38.455725,2.946214,6.258373,9.407995,-4.517279,57.676142,-10.584584,1,0.5,0.5,2.284868,-0.000114,-0.003458,-81594.015272,-891857.099542,-1196900.811927,-2170351.928796,0.731496,-1.51769,11.621415,855.911319,1873.781352,-20.613139,1.438526,0.35748,0.120294,193.915957,343.687179,-0.017314,290.850089,9.356251,0.235804,1.008065,1.008,A04
43.415537,2.311372,-25.984188,-34.693615,-58.366431,0.348697,42.551727,77.25571,2.575352,28.708756,38.426774,0.590506,6.523169,8.789523,-3.772633,57.32092,-5.095542,0,0.5,0.5,1.137486,-0.000115,-0.00343,-81465.162993,-910345.735645,-1213645.965097,-2205456.865836,0.548798,-1.545872,15.046353,869.533553,907.644863,-19.73592,2.068104,0.36189,3.826958,185.085519,326.253739,-0.02857,206.506978,6.935027,0.238382,1.008197,1.00813,A04
43.660874,-36.715903,10.965441,8.941793,-16.80867,206.841558,273.469857,20.993059,45.918192,60.706889,23.36897,14.381987,16.536924,4.581818,-186.730605,-2.50705,-12.088532,0,0.5,1,0.007681,2.696269,2.250205,-1442398.485455,-612047.320404,-337898.523637,-2392344.336798,1.855952,1.144001,0.728605,44.676766,2.30579,3.571547,179.997145,0.133346,519.54568,121.512053,25.269487,-4.112991,0.322807,-0.921936,0.02453,1.008064,1.008,A04
46.010184,-40.508917,18.814837,7.915959,-13.778121,150.149284,18.217503,20.566932,45.903055,30.286969,14.863375,12.253542,4.268197,4.535078,-17.012088,9.075305,-34.414516,0,0.5,2,0.006961,1.560097,1.372183,-1442359.189693,-613222.903542,-337821.708509,-2393403.809837,1.025833,2.350946,0.545499,22.428726,1.443448,16.46161,-195.323706,0.135271,495.183035,103.6748,28.094973,-4.63133,0.674415,-0.856566,0.026819,1.008064,1.007999,A04
46.448779,-41.793726,17.673922,9.872012,-14.247792,112.714443,21.406503,6.310032,45.879672,20.579788,10.866862,10.616706,4.626716,2.511978,-49.109965,11.579316,-26.571097,0,0.5,0,0.006747,1.111569,1.112728,-1486792.747894,-633421.910758,-354208.370265,-2474423.033929,0.611235,2.567353,0.739168,26.406519,2.217001,11.923675,40.851697,0.143317,738.358376,133.463062,41.209024,-2.947985,0.383518,-0.714083,0.031807,1.008333,1.008264,A04
43.660874,-36.715903,10.965441,8.941793,-16.80867,206.841558,273.469857,20.993059,45.918192,60.706889,23.36897,14.381987,16.536924,4.581818,-186.730605,-2.50705,-12.088532,0,0.5,1,0.007681,2.696269,2.250205,-1442398.485455,-612047.320404,-337898.523637,-2392344.336798,1.855952,1.144001,0.728605,44.676766,2.30579,3.571547,179.997145,0.133346,519.54568,121.512053,25.269487,-4.112991,0.322807,-0.921936,0.02453,1.008064,1.008,A04
46.010184,-40.508917,18.814837,7.915959,-13.778121,150.149284,18.217503,20.566932,45.903055,30.286969,14.863375,12.253542,4.268197,4.535078,-17.012088,9.075305,-34.414516,0,0.5,2,0.006961,1.560097,1.372183,-1442359.189693,-613222.903542,-337821.708509,-2393403.809837,1.025833,2.350946,0.545499,22.428726,1.443448,16.46161,-195.323706,0.135271,495.183035,103.6748,28.094973,-4.63133,0.674415,-0.856566,0.026819,1.008064,1.007999,A04
46.448779,-41.793726,17.673922,9.872012,-14.247792,112.714443,21.406503,6.310032,45.879672,20.579788,10.866862,10.616706,4.626716,2.511978,-49.109965,11.579316,-26.571097,0,0.5,0,0.006747,1.111569,1.112728,-1486792.747894,-633421.910758,-354208.370265,-2474423.033929,0.611235,2.567353,0.739168,26.406519,2.217001,11.923675,40.851697,0.143317,738.358376,133.463062,41.209024,-2.947985,0.383518,-0.714083,0.031807,1.008333,1.008264,A04
43.660874,-36.715903,10.965441,8.941793,-16.80867,206.841558,273.469857,20.993059,45.918192,60.706889,23.36897,14.381987,16.536924,4.581818,-186.730605,-2.50705,-12.088532,0,0.5,1,0.007681,2.696269,2.250205,-1442398.485455,-612047.320404,-337898.523637,-2392344.336798,1.855952,1.144001,0.728605,44.676766,2.30579,3.571547,179.997145,0.133346,519.54568,121.512053,25.269487,-4.112991,0.322807,-0.921936,0.02453,1.008064,1.008,A04
46.010184,-40.508917,18.814837,7.915959,-13.778121,150.149284,18.217503,20.566932,45.903055,30.286969,14.863375,12.253542,4.268197,4.535078,-17.012088,9.075305,-34.414516,0,0.5,2,0.006961,1.560097,1.372183,-1442359.189693,-613222.903542,-337821.708509,-2393403.809837,1.025833,2.350946,0.545499,22.428726,1.443448,16.46161,-195.323706,0.135271,495.183035,103.6748,28.094973,-4.63133,0.674415,-0.856566,0.026819,1.008064,1.007999,A04
46.448779,-41.793726,17.673922,9.872012,-14.247792,112.714443,21.406503,6.310032,45.879672,20.579788,10.866862,10.616706,4.626716,2.511978,-49.109965,11.579316,-26.571097,0,0.5,0,0.006747,1.111569,1.112728,-1486792.747894,-633421.910758,-354208.370265,-2474423.033929,0.611235,2.567353,0.739168,26.406519,2.217001,11.923675,40.851697,0.143317,738.358376,133.463062,41.209024,-2.947985,0.383518,-0.714083,0.031807,1.008333,1.008264,A04
1278.045962,1277.912319,-1.597197,15.762171,1292.077293,250996.194168,58.59468,39.031242,2331.091384,31.142343,25.174833,500.995204,7.654716,6.247499,-827.959341,33.52793,1524.59508,0,0.5,0.5,1.862614,-1.541321,1.555953,-29691143.957902,-45352.490619,-526985.094232,-30263481.550352,31.103378,794.111577,-0.547262,10192261.52082,1.304984,-0.051014,99775.783958,148.776214,165102.84502,4.565821,71.688105,-0.73943,0.012496,3.434241,6.346803,1.008065,1.008,A04
988.396479,988.274789,1.428252,15.342546,1005.045587,47773.692407,0.098536,15.044783,1158.94665,1.731605,16.919889,218.571939,0.313905,3.87876,62.95896,1.044206,771.443029,0.5,0.5,0.5,1.172697,1.212395,1.102808,-34500213.219458,-53729.960696,-612889.04417,-35166832.224692,12.17159,691.4849,-0.637025,1921256.849745,1.626928,0.039409,-42.391932,156.592925,253182.162302,0.603769,81.112224,41223587093288.47,783370706307819,-59705398580654.94,7.404223,1.009434,1.009346,A04
42.592215,-3.509775,22.772595,-33.962293,-14.699473,38.279151,67.492428,150.453788,27.799834,31.261735,40.647333,6.187015,8.215378,12.265961,37.34241,-93.523782,-53.44794,1,0,0.5,-0.349292,1.373301,-0.000324,-56240.210225,-772994.456398,-1269697.846436,-2098932.513152,1.078961,7.222001,-19.689938,1072.771759,21006.575614,16.634874,-21.537144,0.359202,1.602296,153.246274,414.220803,-0.053444,-54.646976,94.596944,0.269419,1.008063,1.007994,A04
42.609159,-1.436099,23.159029,-35.644087,-13.921157,0.415666,30.320951,105.562108,1.978127,25.661826,40.643704,0.644722,5.506446,10.274342,-2.111978,-52.358168,5.516198,1,0.5,0.5,-0.009958,1.10807,-0,-64819.058285,-899288.571368,-1477947.498805,-2442055.130814,0.626624,1.701597,-30.320329,11.64101,4188.390994,16.089873,-1.031368,0.370174,0.847997,171.906409,464.723183,25048957967773.25,-84155375261965.75,-107068887162335.62,0.274698,1.009425,1.009346,A04
41.939724,-5.751638,35.153208,-18.32092,11.08065,54.207255,190.521748,45.983184,38.746722,44.858184,28.082794,7.362558,13.802962,6.78109,16.853733,-65.63468,-29.349116,1,0,0.5,-2.179033,1.276446,-0.001419,-331771.54409,-1315158.976287,-674736.474679,-2321666.995181,1.594508,2.076787,-1.552377,91.821567,100.409497,29.713545,-48.492333,0.087658,17.882805,431.166441,114.114941,-0.202755,-82.684298,20.320165,-0.072084,1.008064,1.008,A04
43.210822,-6.02697,38.820271,-17.793212,15.000089,9.57672,113.530101,23.327828,10.76848,44.859768,21.660539,3.094628,10.65505,4.829889,-21.405894,-48.582143,11.965497,1,0.5,0.5,-0.014671,1.155576,-0,-388213.874778,-1528282.097466,-787483.221715,-2703979.196904,0.823456,0.890938,-3.473093,3.183902,5944.195907,30.32048,-7.903017,0.130872,32.129808,494.001981,130.748922,217406766554531.75,-60965592162510.56,470467749501729.5,-0.046788,1.009433,1.009343,A04
48.678758,7.152514,35.349419,30.113006,72.61494,15.849855,67.858535,188.325424,20.510284,56.703314,40.590074,3.981188,8.237629,13.723171,16.81278,3.830564,-20.323164,0.5,0,1,2.835127,1.608607,1.289179,-162544.660179,-1086425.459536,-1213132.259568,-2462102.380551,1.303503,1.228929,-7.415716,6.156377,632.886377,26.533333,159.902606,0.493752,10.144863,333.567554,377.026373,0.714485,-6.838725,-15.327069,0.19103,1.008065,1.008,A04
